序号,单词,词性、词义,词义,,,
2889,weekend,n.周末;周末假期,,,,
2890,weight,n.重量;体重;砝码;重压;负担;重要性,,,,
2891,west,n.西(方;部),ad.向(在)西方,a.西方(部)的,,
2892,westerner,n.(美)西部居民;[常pl.]西洋人;西方人,,,,
2893,whale,n.鲸;庞然大物,,,,
2894,wheat,n.小麦;麦粒,,,,
2895,wheel,n.轮;车轮vt.(用车)推;拉vi.转动,,,,
2896,whip,n.鞭子,vt.鞭打;抽打;搅拌(奶油;蛋等),,,
2897,whole,n.全部,a.全体的;全部的;完整的;无缺的,,,
2898,wife,n.(pl.)wives妻子;夫人;太太,,,,
2899,wildlife,n.野生动物;野生植物;野生生物,,,,
2900,willingness,n.心甘情愿(乐意做…的)心情,,,,
2901,wind,n.风;气息;呼吸,v.转动;缠绕;蜿蜒而行,,,
2902,window,n.窗子;窗户;窗口,,,,
2903,wine,n.(由葡萄等制成的)水果酒,,,,
2904,wing,n.翼;翅膀;边锋;侧厅;边房,,,,
2905,winner,n.获胜者;成功者;优胜者,,,,
2906,winter,n.冬季;冬天,,,,
2907,wire,n.金属线;电线;电报;电信,v.发电报(给),,,
2908,wisdom,n.智慧,,,,
2909,wolf,n.([复]wolves)狼;贪婪的人,,,,
2910,woman,n.妇女;成年女子,,,,
2911,wonder,n.惊奇;奇迹,v.诧异;奇怪;纳闷;想知道,,,
2912,wood,n.木材;木头;木料;(pl.)森林;林地,,,,
2913,wool,n.羊毛;毛线;毛纺织品,,,,
2914,word,n.词;词语;言语;话;谈话;消息;信息,,,,
2915,work,n.工作(量);作品;[pl.]工厂,v.工作;运转,,,
2916,worker,n.工人;工作者;工作人员,,,,
2917,workforce,n.劳动大军;劳动力,,,,
2918,workmate,n.工友;同事,,,,
2919,works,n.著作;作品;工厂;作坊,,,,
2920,workshop,n.车间;工场;修理厂;研讨会;讲习班,,,,
2921,world,n.世界;地球;…界;领域;世间;全世界,,,,
2922,worm,n.蠕(虫);懦夫;不受尊重的人,,,,
2923,worry,n.担心;忧虑;烦恼的事或人,v.(使)担心,,,
2924,worship,n.礼拜;礼拜仪式;崇拜,v.崇拜;做礼拜,,,
2925,wound,n.伤口;创伤,vt.使受伤;伤害(感情),,,
2926,wrestling,n.摔跤(运动),,,,
2927,writer,n.作者;作家;文学家,,,,
2928,X-ray,n.X光;X射线;X光照片,vt.用X光摄影,,,
2929,yard,n.院子;场地;码(英美长度单位),,,,
2930,year,n.年;年度;学年,a./ad.每年;一年一次,,,
2931,yesterday,n./ad.昨天;前不久,,,,
2932,youth,n.青春;青少年时代;男青年[总称]青年们,,,,
2933,zero,n./num.(数词)零;(温度计等)零度;零点,,,,
2934,zone,n.地区,v.分区;划分地带,[同]area,,
2935,zoo,n.动物园,,,,
2939,Belgium,n.比利时(西欧国家),,,,
2943,US,n.美国(the United States 的缩写),,,,
2948,poster,*n.(贴在公共场所的大型)招贴;广告(画),,,,
2949,hillside,*n.(小山)山腰;山坡,,,,
2953,drier,*n.吹风机,,,,
2955,vinegar,*n.醋,,,,
2956,islander,*n.岛民,,,,
2957,handstand,*n.倒立,,,,
2958,landowner,*n.地主;土地所有者,,,,
2959,beancurd,*n.豆腐,,,,
2960,moneylender,*n.放债者,,,,
2962,lung,*n.肺;肺脏,,,,
2963,beehive,*n.蜂箱,,,,
2964,centimetre,*n.公分;厘米,,,,
2966,coastline,*n.海岸线,,,,
2967,seashell,*n.海贝;贝壳,,,,
2968,seaweed,*n.海草;海藻,,,,
2970,marquis,*n.侯爵,,,,
2971,starvation,*n.饥饿;饿死,,,,
2972,goldfish,*n.金鱼,,,,
2973,hurricane,*n.飓风;十二级风,,,,
2974,videophone,*n.可视电话,,,,
2975,gram,*n.克(重量单位),,,,
2976,textbook,*n.课本;教科书,,,,
2977,radium,*n.镭,,,,
2978,wheelchair,*n.轮椅,,,,
2979,skyscraper,*n.摩天大楼,,,,
2980,firewood,*n.木柴;柴火,,,,
2981,boyfriend,*n.男朋友,,,,
2982,Antarctica,*n.南极洲,,,,
2983,woodcutter,*n.樵夫;伐木工,,,,
2984,paperwork,*n.日常文书工作,,,,
2985,soft drink,*n.软饮料(不含酒精的饮料),,,,
2986,salad,*n.色拉(西餐中的一种凉拌菜),,,,
2987,cookbook,*n.食谱;烹调书,,,,
2988,handtruck,*n.手推运货车,,,,
2989,bookmark,*n.书签,,,,
2990,glasshouse,*n.温室;暖房,,,,
2991,regards,*n.问候;致意,,,,
2992,handshake,*n.握手,,,,
2993,firefighter,*n.消防人员,,,,
2994,minibus,*n.小型公共汽车,,,,
2995,planet,*n.行星,,,,
2996,repairs,*n.修理工作,,,,
2997,manifesto,*n.宣言;声明,,,,
2998,learner,*n.学习者;初学者,,,,
3000,ashtray,*n.烟灰缸,,,,
3001,rockface,*n.岩面,,,,
3002,settler,*n.移居者;开拓者,,,,
3003,ant,*n.蚁;蚂蚁,,,,
3004,photocopier,*n.影印机(=photocopying machine),,,,
3005,squid,*n.鱿鱼,,,,
3006,gardening,*n.园艺(学),,,,
3007,permission,*n.允许;许可;同意,,,,
3008,wartime,*n.战时,,,,
3011,redirection,*n.转移呼叫;更改方向,,,,
3012,organizer,*n.组织者,,,,
3013,motherland,*n.祖国,,,,
3017,sunglasses,n.太阳眼镜;墨镜,,,,
,February,n.二月,,,,
,blackboard,n.黑板,,,,
,September,n.九月,,,,
,june,n.六月,,,,
,daughter,n.女儿,,,,
,July,n.七月,,,,
,December,n.十二月,,,,
,October,n.十月,,,,
,April,n.四月,,,,
,classmate,n.同班同学,,,,
,Tuesday,n.星期二,,,,
,Saturday,n.星期六,,,,
,Wednesday,n.星期三,,,,
,Thursday,n.星期四,,,,
,Friday,n.星期五,,,,
,Monday,n.星期一,,,,
,DNA,n.脱氧核糖核酸,,,,
,A.M.,abbr.(ante meridiem的缩写)上午;午前,,,,
,a,art.一(个);每一(个);(同类事物中)任一个,,,,
,the,art.这(那)个;这(那)些(指特定的人或物),,,,
,must,aux./v.必须;很可能;一定要,n.必须做的事,,,
,will,aux./v.将;会;愿意,n.意志;决心;愿望,,,
,would,aux./v.将;可能;将会;总是;总会;宁愿,,,,
,do,vt.做;干;办;从事;引起,vi.行动,,,
,shall,aux./v.(我;我们)将要;会;必须;应该,,,,
,need,aux./v.需要;必须,n.需要;贫困;困窘,,,
,might,aux./v.[may的过去式];可能n.力量;权势,,,,
,may,aux./v.可能;也许;可以;被允许;祝;愿,,,,
,can,aux./v.能;可以,n.罐头;容器,vt.把…装罐,,
,should,aux./v.应该;万一;可能;该;就;竟然会,,,,
,cocoa,n.可可;可可粉;可可饮料,,,,
,until,conj./prep.直到…为止;在…以前;直到…,,,,
,than,conj.(用于形容词;副词的比较级之后)比,,,,
,except,conj./prep.只是;要不是;除…之外,,,,
,nor,conj./ad.也不;也没有,,,,
,whenever,conj./adv.无论什么时候;随时,,,,
,if,conj.(用于连接宾语从句)是否;是不是,,,,
,unless,conj.除非,prep.除…外,,,
,but,conj.但是,prep.除…以外,ad.只;才;仅仅,,
,while,conj.当…的时候;而;虽然;尽管,n.一会儿,,,
,and,conj.和;与;而且;那么;接连;又,,,,
,or,conj.或;或者(表示选择);即;大约;否则,,,,
,although,conj.尽管;虽然…但是,,,,
,whether,conj.是否;会不会;不管;无论,,,,
,wherever,conj.无论什么情况下(在哪里、到什么地方),,,,
,because,conj.因为;由于,,,,
,oh,int.(表示惊讶、恐惧、痛苦等)哦;哎呀,,,,
,welcome,int.欢迎,a.受欢迎的,v./n.欢迎;迎接,,
,please,int.请,vt.使高兴,vi.满意;喜欢;想要,,
,hello,int.英(美)喂;你好(用来打招呼或引起注意),,,,
,goodbye,int.再见 (=goodby),,,,
,ouch,interj.(突然感到病痛时发出的声音)哎哟,,,,
,hi,interj.嗨!喂!(唤起注意;表示惊讶或询问),,,,
,er,interj.嗯(说话犹豫等),,,,
,bye-bye,interj.再会;回头见,,,,
,billion,num.(法、美)十亿;(英、德)百亿;兆;无数,,,,
,eighty,num./a.八十,pron.八十(个;只…),,,
,seventy,num./a.七十,pron.七十(个;只…),,,
,thirteen,num./a.十三,pron.十三(个;只…),,,
,forty,num./a.四十,pron.四十(个;只…),,,
,thousand,num./n./a.一千;[pl.]许许多多;成千上万,,,,
,eight,num.八,pron.八(个;只…),,,
,hundred,num.百;一百;[pl.]许多,a.一百的;许多,,,
,million,num.百万,n.(pl.)许多;无数;数百万,,,
,eighth,num.第八(个);八分之一(的),,,,
,second,num.第二,a.第二的;别的,n.第二;秒;片刻,,
,twentieth,num.第二十,n.二十分之一,,,
,ninth,num.第九个;九分之一,,,,
,ninetieth,num.第九十,,,,
,sixth,num.第六,n.六分之一,,,
,seventh,num.第七;七分之一,,,,
,third,num.第三(个);三分之一(的),,,,
,thirtieth,num.第三十;第三十个,,,,
,twelfth,num.第十二,n.十二分之一,,,
,ninteenth,num.第十九,,,,
,thirteenth,num.第十三;第十三个,,,,
,eleventh,num.第十一(个),,,,
,fourth,num.第四,n.四分之一,,,
,fifth,num.第五(个);五分之一(的),,,,
,two,num.二;两个n.两个(人或物),,,,
,twenty,num.二十,pron./a.二十(个;只…),,,
,nine,num.九,pron./ad.九(个;只…),,,
,ninety,num.九十;九十个,,,,
,six,num.六,pron./a.六(个;只…),,,
,sixty,num.六十;六十个(人或物),,,,
,seven,num.七;七个(人或物),,,,
,three,num.三,pron./a.三(个;只…),,,
,thirty,num.三十;三十个(人或物),,,,
,ten,num.十,pron./a.十(个;只…),,,
,eighteen,num.十八;十八个,,,,
,twelve,num.十二,pron./a.十二(个;只…),,,
,sixteen,num.十六,pron./a.十六(个;只…),,,
,seventeen,num.十七;十七个(人或物),,,,
,fourteen,num.十四;十四个,,,,
,fifteen,num.十五,pron./a.十五(个;只…),,,
,eleven,num.十一,pron./a.十一(个;只…),,,
,four,num.四,pron./a.四(个;只…),,,
,five,num.五,pron./a.五(个;只…),,,
,fifty,num.五十;五十个,,,,
,one,num.一,pron.一个(只)(表示代替可数的东西),,,
,metallic,picna.金属(制)的;有金属特性的;像金属的,,,,
,Atlantic,n.大西洋,,,,
,to,prep.(表示方向)到;向;(表示间接关系)给.,,,,
,before,prep.(指时间)在…以前;在…前面;在…之前,,,,
,through,prep./ad.穿过;自始至终;由;以,a.直达的,,,
,at,prep.[表示价格、速度等]以;达;在…方面,,,,
,of,prep.…的;在…之中;用…制的;关于…的,,,,
,by,prep.被;凭借;经由;由于ad.在近旁;经过,,,,
,throughout,prep.遍及;贯穿,ad.到处;自始至终;彻底,,,
,unlike,prep.不像…;和…不同,a.不相似的;不同的,,,
,toward,prep.朝;向;将近;对于;为了(=towards),,,,
,from,prep.从;自从;由于;离;根据;按;去除,,,,
,into,prep.到…里面;进入;成为(表示变化),,,,
,against,prep.对着;逆;反对;违反;紧靠着;对比,,,,
,with,prep.跟…一起;用;具有;关于;因;随着,,,,
,across,prep.横过;越过;在的对面,ad.横过;穿过,,,
,both,prep.两者(都);双方(都),adj.两个…(都),,,
,per,prep.每,,,,
,for,prep.为了;给;代替;向;支持,conj.因为?,,,
,without,prep.无;没有,n.外面;外部,,,
,beyond,prep.在(或向)…的那边;远于;迟于;超出,,,,
,behind,prep.在…的背后;(遗留)在…后面;落后于,,,,
,during,prep.在…的整个期间;在…期间的某个时候,,,,
,beside,prep.在…旁边;在…附近;和…相比,,,,
,onto,prep.在…上面;到…上面,,,,
,after,prep.在…以后;在…后面,adv.以后;后来,,,
,within,prep.在…以内,ad.在内部;在里面,n.里面,,
,in,prep.在…里(内;上);用…(表示),,,,
,upon,prep.在…上;在…旁 [=on],,,,
,below,prep.在…下面;在…以下,ad.在下面;向下,,,
,under,prep.在…下面;在…以下,ad.在下面;少于,,,
,between,prep.在…之间;在(两者)之间,ad.在中间,,,
,among,prep.在…之中;在一群(组)之中;于…之间,,,,
,till,prep.直到;直到…为止,,,,
,since,prep.自从,conj.自从;因为;既然,ad.后来,,
,these,pron./a.[this的复数]这些;这些人(东西),,,,
,somewhat,pron./ad.一点儿;几分,,,,
,itself,pron.(it的反身代词)它自己;它本身,,,,
,my,pron.(I的所有格)我的,,,,
,anyone,pron.(用于疑问句;否定式)任何人,,,,
,she,pron.(主格)她,,,,
,I,pron.(主格)我,,,,
,their,pron.他(她、它)们的,,,,
,those,pron./a.[that的复数]那些;那些人(东西),,,,
,his,pron.[he的所有格/物主代词]他的(所有物),,,,
,its,pron.[it的所有格]它的,,,,
,her,pron.[she的宾格]她;[she的所有格]她的,,,,
,hers,pron.[she的物主代词]她的(所有物),,,,
,theirs,pron.[they的物主代词]他(她、它)们的,,,,
,our,pron.[we的所有格]我们的,,,,
,ours,pron.[we的物主代词]我们的(所有物),,,,
,your,pron.[you的所有格]你的;你们的,,,,
,yours,pron.[you的物主代词]你(们)的(所有物),,,,
,yourselves,pron.[反身代词]你们自己;你们亲自,,,,
,herself,pron.[反身代词]你自己;你亲自,,,,
,yourself,pron.[反身代词]你自己;你亲自,,,,
,himself,pron.[反身代词]他自己;他本人,,,,
,ourselves,pron.[反身代词]我们自己;我们亲自,,,,
,myself,pron.[反身代词]我自己;我亲自,,,,
,oneself,pron.[反身代词]自己;亲自;本人,,,,
,whoever,pron.[引导名词从句]谁;无论谁;究竟是谁,,,,
,each,pron.各(每)个a.各;各自的;每ad.对每个,,,,
,none,pron.没有任何人(东西);都不,ad.一点也不,,,
,everything,pron.每件事;一切;最重要的东西,,,,
,everyone,pron.每人;人人;各人,,,,
,someone,pron.某人(=somebody),,,,
,somebody,pron.某人;有人,n.重要人物,,,
,something,pron.某事;某物;被视为有意义的事物,,,,
,you,pron.你;你们;一个人;任何人,,,,
,anything,pron.任何东西(事物);无论什么东西(事物),,,,
,what,pron.什么,a.多么;何等;什么;尽可能多的,,,
,who,pron.谁;什么人;…的人;他;她;他们,,,,
,whom,pron.谁;哪个人(who的宾格),,,,
,whose,pron.谁的;哪(个)人的;那些(人)的,,,,
,nobody,pron.谁也不,n.小人物;无足轻重的人物,,,
,him,pron.他(he的宾格形式),,,,
,themselves,pron.他(她、它)们自己;他(她、它)们亲自,,,,
,he,pron.他;(不论性别的)一个人,,,,
,them,pron.他们/她们/它们(they的宾格形式),,,,
,it,pron.它;[作无人称动词的主语],,,,
,mine,pron.我的,n.矿;矿山;矿井,v.采掘;开矿,,
,we,pron.我们<主格>,,,,
,whichever,pron.无论哪个,a.无论哪个(或哪些),,,
,whatever,pron.无论什么;任何…的事物,a.不管怎样的,,,
,this,pron.这(个),a.这(个);今;本,ad.这(样),,
,shit,n.屎,,,,
,fuck,v.干;操;肏;性交,,,,
,ass,n.屁股,,,,
,piss,n.尿,,,,
,pee,v.撒尿;屙尿;小便,,,,
,numb,adj.麻的;麻木的;呆滞的,v.麻,,,
,coconut,n.椰子,,,,
,holy,adj.神圣的;圣洁的,n.圣所,,,
,display,v.显示,,,,
,chop,v.砍;砍伐;伐,,,,
,agile,adj.敏捷的;灵敏的,,,,
